	fet_p_value_and_ratio
CDM00000722_T109;CDM00000722_T121;CDM00000722_T240;CDM00000722_T777:(+)-2-(6-Methoxy-2-naphthyl)propionic_acid	61.61769040798427
CD00353466_T330:11beta,21-Dihydroxy-4-pregnene-3,20-dione	61.37652088315283
CDM00001364_T109;CDM00001364_T121;CDM00001364_T231;CDM00001364_T777:(−)-(3S,4R)-4-(p-fluorophenyl)-3-((3,4-(methylenedioxy)phenoxy)methyl)piperidine	61.167901258681624
CD00355788_T220;CD00355788_T777:chromium	61.122889527852095
CDM00000038_T121:ADREN_ALPHA_ANTAG	61.05876731489447
CD00003433_T109;CD00003433_T121;CD00003433_T236:2-((2-Ethoxyphenoxy)methyl)morpholine	60.77195626835489
CDM00000033_T114;CDM00000033_T121;CDM00000033_T123;CDM00000033_T551;CDM00000033_T777:5'-ATP	59.62233729508407
CDM00000343_T109;CDM00000343_T121;CDM00000343_T777;CDM00000343_T231:2,4-Imidazolidinedione,_1-(((5-(4-nitrophenyl)-2-furanyl)methylene)amino)-	59.275441558323685
CD00000430_T109;CD00000430_T121;CD00000430_T222;CD00000430_T777:atracurium	59.216386326075025
CD00001886_T109;CD00001886_T121;CD00001886_T231:D-Glucitol,_1,4:3,6-dianhydro-	59.205271268747275
CD00013535_T109;CD00013535_T121:N-aminothiourea	59.051572105445835
CDM00001300_T109;CDM00001300_T121;CDM00001300_T125;CDM00001300_T231;CDM00001300_T777:17-Acetoxy-6alpha-methylprogesterone	58.03374890232582
CDM00000915_T109;CDM00000915_T195;CDM00000915_T231;CDM00000915_T777:2-deoxy-2-(3-methyl-3-nitrosoureido)-D-glucopyranose	57.89888446925831
CD00019288_T109;CD00019288_T121:ipsapirone	57.52305930569303
CDM00000516_T116;CDM00000516_T121;CDM00000516_T125;CDM00000516_T220;CDM00000516_T777;CDM00000516_T109:antidiabetic_hormone	57.266676447962034
CDM00000766_T109;CDM00000766_T121;CDM00000766_T226;CDM00000766_T777:(-)-14-Hydroxydihydrocodeinone	57.182495064920225
CD00125562_T109;CD00125562_T121;CD00125562_T240:Balsam_of_Peru	57.13559363338676
CDM00000819_T109;CDM00000819_T121;CDM00000819_T231;CDM00000819_T777:Antilirium	57.06641644411035
CDM00000008_T116;CDM00000008_T121;CDM00000008_T231;CDM00000008_T777;CDM00000008_T109:6-Aminocaproic_acid	56.9610323520224
CD00203438_T121:Acetaminophen_3	56.55792477335428
CDM00000767_T109;CDM00000767_T121;CDM00000767_T242;CDM00000767_T777:1-Phenyl-2-(p-hydroxyphenyl)-3,5-dioxo-4-butylpyrazolidine	56.438333785608485
CDM00000966_T109;CDM00000966_T121;CDM00000966_T220;CDM00000966_T777:Acide_tranexamique	56.13262573110061
CDM00000852_T109;CDM00000852_T121;CDM00000852_T125;CDM00000852_T777:gestagen	56.05921227794444
CDM00000424_T109;CDM00000424_T121;CDM00000424_T220;CDM00000424_T777:3-Glycoloyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1-naphthacenyl-3-amino-2,3,6-trideoxy-alpha-L-arabino-hexopyranoside	55.982668306645245
CDM00000188_T116;CDM00000188_T121;CDM00000188_T123;CDM00000188_T777:blood_clot_factor	55.9738233456832
CDM00000480_T109;CDM00000480_T121;CDM00000480_T225;CDM00000480_T777:2H-1,4-Benzodiazepin-2-one,_5-(2-fluorophenyl)-1,3-dihydro-1-methyl-7-nitro-	55.77063702167557
CDM00000189_T109;CDM00000189_T121;CDM00000189_T777;CDM00000189_T220:1-[(4-Chlorophenyl)phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine	55.26101670856771
CDM00000590_T109;CDM00000590_T121;CDM00000590_T240;CDM00000590_T777:1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	55.21362198421304
CDM00001397_T116;CDM00001397_T121;CDM00001397_T231;CDM00001397_T777:Butanamide,_4-(((4-chlorophenyl)(5-fluoro-2-hydroxyphenyl)methylene)amino)-	55.03182794715179
CDM00000239_T109;CDM00000239_T121;CDM00000239_T220;CDM00000239_T777:alpha-Methyldopahydrazine	54.79967798122328
CDM00000001_T109;CDM00000001_T121;CDM00000001_T777;CDM00000001_T231:2_Bromo_alpha_ergocryptine	54.14276739592547
CD00351925_T222;CD00351925_T777:sucrose	53.888374758192995
CDM00000175_T109;CDM00000175_T121;CDM00000175_T777;CDM00000175_T231:1-(tert-Butylamino)-3-(o-cyclopentylphenoxy)propan-2-ol	53.863449362732595
CDM00000207_T109;CDM00000207_T121;CDM00000207_T131;CDM00000207_T231;CDM00000207_T777:1,_4-Bis[methanesulfonoxy]butane	53.5219110148097
CD00015218_T121:Agents,_Antilipemic	53.23681787659279
CD00000262_T121;CD00000262_T777:Agents,_Alkalinizing	53.17109149346366
CD00356197_T777:Vitamins	53.07573578726125
CDM00000030_T114;CDM00000030_T121;CDM00000030_T123;CDM00000030_T232;CDM00000030_T777;CDM00000030_T109;CDM00000030_T231:(3S)-Tetrahydro-3-furanyl_((1S,2R)-3-(((4-aminophenyl)sulfonyl)(2-methylpropyl)amino)-2-hydroxy-1-(phenylmethyl)propyl)carbamate	52.74618819417598
CDM00000398_T109;CDM00000398_T121;CDM00000398_T777;CDM00000398_T220:2,2'-[(1,4-DIOXOBUTANE-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium)	52.62602014147722
CDM00000649_T109;CDM00000649_T121;CDM00000649_T125;CDM00000649_T238;CDM00000649_T777:5-methoxy-N-acetyltryptamine	52.6250249540502
CDM00000822_T109;CDM00000822_T121;CDM00000822_T220;CDM00000822_T777:2H-Benzimidazol-2-one,_1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-	52.387524303184264
CDM00000340_T109;CDM00000340_T121;CDM00000340_T231;CDM00000340_T777:1H-imidazole-4-carboxamide,_5-(3,3-dimethyl-1-triazenyl)-	52.28952292166745
CDM00000179_T109;CDM00000179_T121;CDM00000179_T231;CDM00000179_T777:2-(p-(2-(p-Chlorobenzamido)Ethyl)Phenoxy)-2-Methylpropionic_Acid	52.084067288000774
CDM00000293_T109;CDM00000293_T121;CDM00000293_T231;CDM00000293_T777:1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine	52.003065339682145
CDM00001665_T109;CDM00001665_T121;CDM00001665_T130;CDM00001665_T777;CDM00001665_T220:2-(6-hydroxy-3-oxo-3h-xanthen-9-yl)-benzoic_acid	50.36448498252219
CDM00000339_T116;CDM00000339_T121;CDM00000339_T777;CDM00000339_T125;CDM00000339_T240;CDM00000339_T109:3,3',5-triiodo-L-thyronine	50.0568793851566
CDM00000598_T109;CDM00000598_T121;CDM00000598_T231;CDM00000598_T777:1,4:3,6-Dianhydrosorbitol_2,5-dinitrate	49.96302119368016
CDM00000960_T109;CDM00000960_T121;CDM00000960_T240;CDM00000960_T777:1H-Imidazole,_4,5-dihydro-2-(phenylmethyl)-	49.88552721887514
CDM00000451_T109;CDM00000451_T121;CDM00000451_T220;CDM00000451_T777:1H-Imidazole-5-carboxylic_acid,_1-(1-phenylethyl)-,_ethyl_ester,_(R)-	49.81240684183007
CD00010990_T121;CD00010990_T131;CD00010990_T197:Nickelous_Sulfate	49.71767308573701
CDM00000050_T109;CDM00000050_T121;CDM00000050_T777;CDM00000050_T225:Alfenta	49.682100070001276
CDM00001329_T109;CDM00001329_T121;CDM00001329_T231;CDM00001329_T777:3-(1,1-dimethylheptyl)-6,6a,7,8,10,10a-_hexahydro-1-hydroxy-6,6-dimethyl-9H-dibenzo(b,d)pyran-9-one	49.68186834626134
CDM00001009_T116;CDM00001009_T121;CDM00001009_T123;CDM00001009_T231:Coagulation_Factor_VIII_VWF	49.614796997442845
CDM00003085_T121;CDM00003085_T777:Central_Muscle_Relaxant	49.53597728568192
CD00000986_T109;CD00000986_T121;CD00000986_T330:2H-1,2,4-Benzothiadiazine-7-sulfonamide,_6-chloro-3-(cyclopentylmethyl)-3,4-dihydro-,_1,1-dioxide	49.4133222104361
CDM00001500_T109;CDM00001500_T121;CDM00001500_T220;CDM00001500_T777:1,1-cyclobutanedicarboxylic_acid_platinum_complex	49.35376229426459
CDM00000064_T109;CDM00000064_T121;CDM00000064_T231;CDM00000064_T777:(11alpha,13e,15S)-11,15-Dihydroxy-9-oxoprost-13-en-1-oic_acid	49.28983206192293
CD00356285_T777:thyroxine	48.556790618230025
CDM00000540_T129;CDM00000540_T242;CDM00000540_T121;CDM00000540_T116;CDM00000540_T109:antigen_australia	48.500525546720155
CDM00007392_T109;CDM00007392_T121:Artemisia_absinthium_homeopathic_preparation	48.29743150906149
CDM00000149_T116;CDM00000149_T121;CDM00000149_T126;CDM00000149_T231;CDM00000149_T237;CDM00000149_T777:2-Aminosuccinic_acid	48.06490160039494
CD00353396_T330:Arachidonic_Acid	47.97697439668727
CDM00001702_T121;CDM00001702_T777:AGON_DOPAMINE_RECEPT	47.82784784699072
CDM00000748_T109;CDM00000748_T121;CDM00000748_T125;CDM00000748_T220;CDM00000748_T777:(17_alpha)-17-(acetyloxy)-19-norpregn-4-en-20-yn-3-one	47.80172390860244
CD00000873_T109;CD00000873_T121;CD00000873_T330:4-Chloro-N-(2,6-dimethylpiperidino)-3-sulfamoylbenzamide	47.4245301371368
CDM00000520_T109;CDM00000520_T121;CDM00000520_T123;CDM00000520_T231;CDM00000520_T777;CDM00000520_T197;CDM00000520_T220;CDM00000520_T130:1,2,3-propanetriol	47.37033966023434
CD00001348_T109;CD00001348_T121;CD00001348_T220:2-(Ethylpropylamino)-2',6'-butyroxylidide	47.10848094287659
CDM00000395_T109;CDM00000395_T121;CDM00000395_T236;CDM00000395_T777:dipyrone	47.00831463724006
CDM00000392_T109;CDM00000392_T121;CDM00000392_T777:biphosphonate	46.7578325096053
CD00002280_T109;CD00002280_T121;CD00002280_T000:1-(2-(Benzylcarbamoyl)ethyl)-2-isonicotinoylhydrazine	46.714783172855064
CDM00001003_T109;CDM00001003_T121;CDM00001003_T123;CDM00001003_T220;CDM00001003_T777:Nincaluicolflastine	46.6924070851351
CDM00001481_T109;CDM00001481_T121;CDM00001481_T777;CDM00001481_T220:1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin	46.647116963737496
CDM00000824_T109;CDM00000824_T121;CDM00000824_T240;CDM00000824_T777;CDM00000824_T116:1,4-Diazacyclohexane	46.6440196185188
CDM00000644_T109;CDM00000644_T121;CDM00000644_T231;CDM00000644_T777:2-Methylamino-2,3,3-trimethylnorbornane	46.6434987287472
CD00003252_T109;CD00003252_T121;CD00003252_T000:(2,3-Dichloro-4-(2-thenoyl)phenoxy)acetic_acid	46.548581165472505
CDM00001461_T109;CDM00001461_T121;CDM00001461_T220;CDM00001461_T777:1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine	46.17038230585492
CD00351131_T330:Quinolinic_Acid	46.01402251308868
CD00356103_T777:Cosmetics	45.932898007497464
CD00356206_T777:adenosine_diphosphate	45.878703067301416
CDM00000565_T109;CDM00000565_T121;CDM00000565_T220;CDM00000565_T777:2H-1,3,2-Oxazaphosphorin-2-amine,_N,3-bis(2-chloroethyl)tetrahydro-,_2-oxide	45.81009957279546
CD00000511_T109;CD00000511_T121;CD00000511_T231;CD00000511_T777:2-[2-(Methylamino)ethyl]pyridine	45.034602916197116
CDM00000380_T109;CDM00000380_T121:1,4-dihydropyridine	45.00379446072915
CD00003149_T109;CD00003149_T121;CD00003149_T330;CD00003149_T777:benzenesulfonamide,_4-(tetrahydro-2H-1,2-thiazin-2-yl)-,_S,S-dioxide	44.9666845554821
CDM00000042_T116;CDM00000042_T121;CDM00000042_T125;CDM00000042_T234;CDM00000042_T777;CDM00000042_T109:1-39_ACTH	44.895172325906174
CD00000469_T109;CD00000469_T121:2,6-Piperidinedione,_4-ethyl-4-methyl-	44.483945215954265
CDM00000051_T109;CDM00000051_T121;CDM00000051_T242;CDM00000051_T777:1-(2-Allylphenoxy)-3-isopropylamino-2-propanol	44.388666901624724
CDM00001006_T109;CDM00001006_T121;CDM00001006_T231;CDM00001006_T777:3-(Aminocarbonyl)-O(4)-deacetyl-3-de(methoxycarbonyl)vincaleukoblastine	44.21665040637796
CDM00000728_T109;CDM00000728_T121;CDM00000728_T240;CDM00000728_T777:3-Trimethylammoniumphenyl_N,N-dimethylcarbamate	44.06024857399657
CDM00000162_T116;CDM00000162_T121;CDM00000162_T220;CDM00000162_T777;CDM00000162_T109:4-Amino-3-(4-chlorophenyl)-butanoic_Acid	43.957893631108945
CD00353334_T334:2'-Deoxythymidine	43.940695757215046
CD00037518_T121;CD00037518_T197:isotonic_sodium_chloride	43.82589312045931
CDM00000817_T109;CDM00000817_T121;CDM00000817_T123;CDM00000817_T777:Choline_Glycerophospholipids	43.810272390084755
CDM00000842_T109;CDM00000842_T121;CDM00000842_T234;CDM00000842_T777:4H-Pyrazino(2,1-a)isoquinolin-4-one,_2-(cyclohexylcarbonyl)-1,2,3,6,7,11b-hexahydro-	43.74463903190787
CDM00000928_T109;CDM00000928_T121;CDM00000928_T777:Compounds,_Sulfonylurea	43.65724539144202
CD00353689_T550:Alkaline_Phosphatase	43.11835676346347
CDM00000314_T109;CDM00000314_T121;CDM00000314_T220;CDM00000314_T777;CDM00000314_T231;CDM00000314_T195:4-(Di-N-propylsulfamoyl)benzoesaeure	43.113990461304056
CDM00000023_T109;CDM00000023_T195;CDM00000023_T550:1-Naphthacenecarboxylic_acid,(2-ethyl-1,2,3,4,6,11-hexahydro-2,5,7-trihydroxy-6,11-dioxo-4-((2,3,6-trideoxy-4-O-(2,6-dideoxy-4-O-((2R-trans)-tetrahydro-6-methyl-5-oxo-2H-pyran-2-yl)-alpha-L-lyxo-hexopyranosyl)-3-(dimethylamino)-alpha-L-lyxo-hexopyranosyl)-3-(dimethylamino)-alpha-L-lyxo-hexopyranosyl)oxy)-,_methyl_ester,_(1R-(1alpha,2beta,4beta))-	43.052587718658025
CDM00010536_T129;CDM00010536_T220;CDM00010536_T121:American_house_dust_mite	43.02959592153938
CDM00000592_T109;CDM00000592_T121;CDM00000592_T231;CDM00000592_T777;CDM00000592_T116;CDM00000592_T195:1,2-dihydro-1,5-_dimethyl-4-((1-methylethyl)amino)-2-phenyl-3H-pyrazol-3-one	42.97131518815085
CD00001218_T109;CD00001218_T121;CD00001218_T220:11-(3-Dimethylaminopropylidene)-6,11-dihydrodibenzo(b,e)thiepin	42.902621303589555
CDM00000676_T109;CDM00000676_T121;CDM00000676_T220;CDM00000676_T777:2H-1,2,4-Benzothiadiazine-7-sulfonamide,_6-chloro-3-(chloromethyl)-3,4-dihydro-2-methyl-,_1,1-dioxide	42.743211370160125
CD00350991_T231;CD00350991_T777:13Al	42.22109096293295
CDM00002543_T121;CDM00002543_T777;CDM00002543_T109:[CV702]_LOOP_DIURETICS	42.198747807949275
CDM00001156_T109;CDM00001156_T121;CDM00001156_T123;CDM00001156_T232:2,3-dimethoxy-5-methyl-6-decaprenylbenzoquinone	42.12896848669287
CD00023409_T109;CD00023409_T121;CD00023409_T125;CD00023409_T234:(17beta)-Estra-1,3,5(10)-triene-3,17-diol_3-Benzoate	41.95322243560309
CD00074302_T121;CD00074302_T777:[CV500]_PERIPHERAL_VASODILATORS	41.871742065345984
CDM00000266_T109;CDM00000266_T195;CDM00000266_T234;CDM00000266_T777:5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic_acid,_7-((aminophenylacetyl)amino)-3-methyl-8-oxo-,_(6R-(6alpha,7beta(R*)))-	41.87128912600473
CDM00001858_T121;CDM00001858_T777:diuretics_potassium_sparing	41.869839883545296
CDM00000664_T109;CDM00000664_T121;CDM00000664_T220;CDM00000664_T777:3-Heptanone,_6-(dimethylamino)-4,4-diphenyl-	41.75367684294277
CD00003645_T109;CD00003645_T121:1-(3-(trifluoromethyl)phenyl)piperazine	41.22878818477063
CDM00001369_T109;CDM00001369_T121;CDM00001369_T220;CDM00001369_T777:Acetylureum	41.14329438918655
CD00302090_T121;CD00302090_T777:Other_antidepressants	40.90950951335395
CD00001853_T109;CD00001853_T121;CD00001853_T221:Ipecac	40.73707058095024
CDM00000781_T116;CDM00000781_T121;CDM00000781_T125;CDM00000781_T231;CDM00000781_T777:(1-34)-Human_Parathyroid_Hormone	40.414859880768525
CDM00000479_T109;CDM00000479_T121;CDM00000479_T220;CDM00000479_T777:1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine	40.131861684574815
CDM00000572_T116;CDM00000572_T121;CDM00000572_T125;CDM00000572_T231:High_molecular_weight_insulin_human	40.017403087887004
CDM00000704_T109;CDM00000704_T121;CDM00000704_T777;CDM00000704_T220:4'-(1-Hydroxy-2-(isopropylamino)ethyl)methane_sulfonanilide	40.009107373005655
CDM00000684_T109;CDM00000684_T121;CDM00000684_T230;CDM00000684_T777:2,4-Dioxo-3,3-diethyl-5-methylpiperidine	39.75387670436486
CD00012662_T109;CD00012662_T195:(alphaR,2R,5S,6R)-alpha-ethyl-6-[(1S,2S,3S,5R)-5-[(2S,5S,7R,9S,10S,12R,15R)-2-[(2R,5R,6S)-5-ethyltetrahydro-5-hydroxy-6-methyl-2H-pyran-2-yl]-15-hydroxy-2,10,12-trimethyl-1,6,8-trioxydispiro[4.1.5.3]-pentadec-13-en-9-yl]-2-hydroxy-1,3-dimethyl-4-oxoheptyl]-tetrahydro-5-methyl-2H-pyran-2-acetic_acid	39.45778689936695
CDM00000859_T109;CDM00000859_T121;CDM00000859_T234;CDM00000859_T777:2,6-Bis(1-methylethyl)phenol	39.21215760992242
CDM00000376_T109;CDM00000376_T121;CDM00000376_T131;CDM00000376_T231;CDM00000376_T777:3,_4-Bis(p-hydroxyphenyl)-3-hexene	39.1897892227
CDM00000545_T109;CDM00000545_T121;CDM00000545_T220;CDM00000545_T777:2,4,6(1H,3H,5H)-Pyrimidinetrione,_5-(1-cyclohexen-1-yl)-1,5-dimethyl-	39.01094799451078
CDM00000361_T109;CDM00000361_T121;CDM00000361_T777;CDM00000361_T231;CDM00000361_T220:(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.02,7.012,16]hexadeca-1(16),9,12,14-tetraene-4-carboxamide	38.79387534422723
CD00001470_T121;CD00001470_T129:Adjuvant,_Freund	38.70987810030142
CD00000480_T109;CD00000480_T121;CD00000480_T231;CD00000480_T777:benserazide	38.61575957083259
CDM00000221_T121;CDM00000221_T197;CDM00000221_T220;CDM00000221_T777:Anhydrous_calcium_chloride	38.54483397140495
CD00075495_T109;CD00075495_T121:intralipid	38.488329416113004
CD00000833_T116;CD00000833_T121;CD00000833_T126;CD00000833_T242:chymopapain	38.2331248049179
CD00000671_T109;CD00000671_T121;CD00000671_T220;CD00000671_T777:6-Nonenamide,_N-((4-hydroxy-3-methoxyphenyl)methyl)-8-methyl-,_(E)-	38.13821951142808
CD00016846_T109;CD00016846_T121:acetylsalicylic_acid_lysinate	38.00063681329036
CDM00001446_T116;CDM00001446_T121;CDM00001446_T123:Dietary_Soybean_Proteins	37.986880262611606
CDM00008115_T116;CDM00008115_T121;CDM00008115_T129;CDM00008115_T130;CDM00008115_T231;CDM00008115_T109:Allergenic_extract,_grass,_timothy	37.94303749468235
CDM00000158_T109;CDM00000158_T121;CDM00000158_T131;CDM00000158_T220;CDM00000158_T777:1H-Purine,_6-((1-methyl-4-nitro-1H-imidazol-5-yl)thio)-	37.64402068435323
CD00001724_T121;CD00001724_T777:HYPERTONIC_SOL	37.516378942362934
CDM00000931_T109;CDM00000931_T121;CDM00000931_T231;CDM00000931_T777:4,5,6-trichloro-2(3H)-benzoxazolone	37.09046177429211
CD00008464_T109;CD00008464_T121:FG_7142	37.02822556386569
CDM00001007_T109;CDM00001007_T121;CDM00001007_T127;CDM00001007_T238;CDM00001007_T777;CDM00001007_T237:[11,12-3H]-Retinol	36.97118309583121
CD00013942_T109;CD00013942_T121;CD00013942_T550:6-((3-(4-_(2-methoxyphenyl)-1-piperazinyl)propyl)amino)-_1,3-dimethyl-2,4(1H,3H)-pyrimidinedione	36.71720460409564
CDM00000334_T116;CDM00000334_T121;CDM00000334_T234;CDM00000334_T777;CDM00000334_T129;CDM00000334_T109:Ciclosporina	36.53199477614287
CD00001041_T109;CD00001041_T121;CD00001041_T334:2-Deoxy-D-arabino-hexose	36.52549738936263
CD00356123_T777:laxatives	36.00712903234525
CD00004804_T109;CD00004804_T121:5-carboxamide_tryptamine	35.93404461033756
CDM00000659_T116;CDM00000659_T121;CDM00000659_T777;CDM00000659_T220;CDM00000659_T195;CDM00000659_T222:(−)-2-pyrrolidone-5-carboxylic_acid	35.62242701646935
CDM00001376_T114;CDM00001376_T121;CDM00001376_T220:Anhydrous,_Pinacidil	35.50004299899663
CDM00000091_T109;CDM00000091_T121;CDM00000091_T231;CDM00000091_T777:4'-(9-Acridinylamino)-3'-methoxymethanesulfonanilide	35.275661468262534
CDM00000454_T109;CDM00000454_T121;CDM00000454_T777;CDM00000454_T220:1,3-dimethyl-7H-purine-2,6-dione	35.19178534187527
CD00000248_T121;CD00000248_T125:Agents,_Androgenic	35.103328384019676
CDM00000679_T109;CDM00000679_T121;CDM00000679_T220;CDM00000679_T777:9,10-Didehydro-N-[1-(hydroxymethyl)-propyl]-D-lysergamide	35.03998130325654
CDM00000801_T109;CDM00000801_T121;CDM00000801_T220;CDM00000801_T777:1-Piperazineethanol,_4-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-	34.95736468855587
CD00013430_T109;CD00013430_T121;CD00013430_T334:Ion,_Tetraethylammonium	34.84094295539041
CD00003470_T121;CD00003470_T196;CD00003470_T777:Xe	34.673735057780185
CD00000464_T121;CD00000464_T129;CD00000464_T550:Bacille_Calmette-Guerin_Live	34.56065467248857
CD00350993_T237;CD00350993_T777:Magnesium	34.17133211345856
C0024467_123;C0024467_196:magnesium	34.17133211345856
CD00006714_T109;CD00006714_T121;CD00006714_T231;CD00006714_T777:celiprolol	34.02675321693288
CDM00000136_T116;CDM00000136_T121;CDM00000136_T220:antithrombin_iii	33.781963325744066
CDM00000670_T109;CDM00000670_T121;CDM00000670_T220;CDM00000670_T777:2,4,6(1H,3H,5H)-pyrimidinetrione,_1-methyl-5-(1-methyl-2-pentynyl)-5-(2-propenyl)-,_(+/-)-	33.767321993898506
CDM00000624_T109;CDM00000624_T121;CDM00000624_T231;CDM00000624_T777:Carbamide,_Methylergol	33.649617471449275
CDM00000384_T109;CDM00000384_T121;CDM00000384_T220;CDM00000384_T777;CDM00000384_T116:1H-Purine-2,6-dione,_8-chloro-3,7-dihydro-1,3-dimethyl-,_compd._with_2-	33.60304076152241
CD00003249_T109;CD00003249_T121;CD00003249_T231:tiapride	33.28832747862679
CD00000337_T129:Antigens,_Viral	33.23695827523338
CD00003062_T121:Agents,_Antispasmodic	33.23675063830204
CD00000835_T109;CD00000835_T121;CD00000835_T231;CD00000835_T777:2-Heptenoic_acid,_7-((2-amino-2-carboxyethyl)thio)-2-(((2,2-dimethylcyclopropyl)carbonyl)amino)-,_(R-(R*,S*-(Z)))-	33.22026254841834
CDM00000345_T109;CDM00000345_T121;CDM00000345_T231;CDM00000345_T777:2(1H)-Isoquinolinecarboximidamide,_3,4-dihydro-	33.108072986186
CDM00000802_T109;CDM00000802_T121;CDM00000802_T122;CDM00000802_T231:Jelly,_Paraffin	33.09415054756534
CDM00000425_T109;CDM00000425_T121;CDM00000425_T127;CDM00000425_T237;CDM00000425_T238;CDM00000425_T777;CDM00000425_T225:2H-1,4-Benzodiazepine-2-thione,_7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1-(2,2,2-trifluoroethyl)-	32.96563656121199
CDM00001997_T116;CDM00001997_T121;CDM00001997_T125;CDM00001997_T777;CDM00001997_T220:Iletin_II	32.92540371871914
CD00002093_T109;CD00002093_T121;CD00002093_T220;CD00002093_T777:(17alpha)-3-Methoxy-19-norpregna-1,3,5(10)-trien-20-yn-17-ol	32.864847207368314
CD00002480_T109;CD00002480_T195;CD00002480_T777:Antibiotics,_Penicillin	32.79725080792119
CDM00000586_T121;CDM00000586_T123;CDM00000586_T196;CDM00000586_T231;CDM00000586_T777:diiodine	32.78268581795157
CDM00001115_T109;CDM00001115_T121;CDM00001115_T231;CDM00001115_T777:(+-)-1-(Carbazol-4-yloxy)-3-((2-(O-methoxyphenoxy)ethyl)amino)-2-propanol	32.50037216389896
CDM00001347_T109;CDM00001347_T121:1-(2-((2,4-Dimethylphenyl)sulfanyl)phenyl)piperazine_Monohydrobromide	32.42046924956663
CDM00000490_T109;CDM00000490_T121;CDM00000490_T226;CDM00000490_T777:2H-1,4-Benzodiazepin-2-one,_7-chloro-1-(2-(diethylamino)ethyl)-5-(2-fluorophenyl)-1,3-dihydro-	32.21791201956559
CDM00000513_T109;CDM00000513_T121;CDM00000513_T220;CDM00000513_T777:1-(p-(2-(5-chloro-2-methoxybenzamido)ethyl)benzenesulfonyl)-3-cyclohexylurea	32.114788173492826
CD00001037_T109;CD00001037_T121:2H-1,4-Benzodiazepin-2-one,_7-chloro-1,3-dihydro-5-phenyl-	32.00980853421269
CD00000984_T109;CD00000984_T195:2,6-Piperidinedione,_4-(2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-,_(1S-(1alpha(S*),3alpha,5beta))-	31.54633498075616
CDM00000543_T109;CDM00000543_T121;CDM00000543_T131;CDM00000543_T220;CDM00000543_T777:1,3,5-Triazine-2,4,6-triamine,_N,N,N',N',N'',N''-hexamethyl-	31.54437052139435
CDM00000563_T109;CDM00000563_T121;CDM00000563_T220;CDM00000563_T777;CDM00000563_T195:(1S,3S)-3-Acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-6,11-dioxo-1-naphthacenyl-3-amino-2,3,6-trideoxy-alpha-L-hexopyranoside	31.478546465150558
CDM00000099_T109;CDM00000099_T121;CDM00000099_T125;CDM00000099_T331:4_Androstene_3,17_dione	31.42719584342707
CD00001985_T109;CD00001985_T121:4'-Chloro-2-((3-(10,11-Dihydro-5H-Dibenz(b,f)azepin-5-yl)Propyl)Methylamino)Acetophenone	31.386357264273364
CDM00001054_T109;CDM00001054_T121;CDM00001054_T220;CDM00001054_T777:Alizaprida	31.244034823965045
CDM00001635_T109;CDM00001635_T121;CDM00001635_T242;CDM00001635_T777:26-(Nonylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol	31.14881793422172
CDM00000396_T109;CDM00000396_T121;CDM00000396_T220;CDM00000396_T777:2-(1-(Ammoniocarbonyl)-3-(diisopropylammonio)-1-phenylpropyl)pyridinium_Phosphate	31.024668800408712
CDM00000752_T109;CDM00000752_T121;CDM00000752_T234;CDM00000752_T777;CDM00000752_T195;CDM00000752_T240;CDM00000752_T220:2-Diethylaminoethyl_p-aminobenzoate	31.01848854025994
CDM00000047_T109;CDM00000047_T121;CDM00000047_T240;CDM00000047_T777;CDM00000047_T231:1,3-Benzenedimethanol,_alpha1-(((1,1-dimethylethyl)amino)methyl)-4-hydroxy-	30.84107571572041
CDM00000108_T121:antirheumatic_agent	30.739202559598667
CDM00000474_T109;CDM00000474_T121;CDM00000474_T777;CDM00000474_T236:1-Piperazineethanol,_4-(3-(2-(trifluoromethyl)-9H-thioxanthen-9-ylidene)propyl)-	30.55616975629605
